x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,y
6,0.28,0.29,87,19.3,0.051,0.999554901,36,0.496929648,0.84,174,0.99911,3.14,0.5,9,5
9.5,0.42,0.41,72.5,2.3,0.034,0.997546991,22,0.485721426,1.26,145,0.9951,3.06,0.52,,6
7.5,0.34,0.24,17,3.85,0.031,0.995479784,5,0.478566496,1.02,34,0.99098,3.01,0.36,11.8,4
4.9,0.47,0.17,74,1.9,0.035,0.994806514,60,0.514547753,1.41,148,0.98964,3.27,0.35,11.5,6
5.9,0.26,0.29,58,5.4,0.046,0.996112443,34,0.51054501,0.78,116,0.99224,3.24,0.41,11.4,6
5,0.29,0.54,77.5,5.7,0.035,0.994866825,54,0.514547753,0.87,155,0.98976,3.27,0.34,12.9,8
7.6,0.18,0.28,55,7.1,0.041,0.998258484,29,0.505149978,0.54,110,0.99652,3.2,0.42,9.2,6
6.9,0.28,0.3,66,1.6,0.047,0.99589156,46,0.525044807,0.84,132,0.9918,3.35,0.38,11.1,7
6.9,0.19,0.28,49.5,3,0.054,0.996192752,33,0.499687083,0.57,99,0.9924,3.16,0.4,10.8,6
6.3,0.48,0.04,49.5,1.1,0.046,0.996393497,30,0.51054501,1.44,99,0.9928,3.24,0.36,9.6,6
5.8,0.2,0.24,84.5,1.4,0.033,0.995203497,65,0.555094449,0.6,169,0.99043,3.59,0.56,12.3,7
7.2,0.39,0.63,78,11,0.044,0.998699154,55,0.489958479,1.17,156,0.9974,3.09,0.44,8.7,6
,0.27,0.33,91.5,1.4,0.042,0.996067267,24,0.517195898,0.81,183,0.99215,3.29,0.46,10.7,5
7.3,0.36,0.54,96.5,13.3,0.054,0.999319769,63,0.485721426,1.08,193,0.99864,3.06,0.49,8.6,4
6.9,0.25,0.34,41,1.3,0.035,0.995213545,27,0.50242712,0.75,82,0.99045,3.18,0.44,12.2,6
7.8,0.3,0.29,67.5,16.85,0.054,0.999899995,23,0.499687083,0.9,135,0.9998,3.16,0.38,9,6
6.9,0.25,0.26,67.5,5.2,0.024,0.997396611,36,0.499687083,0.75,135,0.9948,3.16,0.72,,7
7.1,0.27,0.27,57,10.4,0.041,0.996669454,26,0.482873584,0.81,114,0.99335,3.04,0.52,11.5,7
7.9,0.17,0.32,75,1.6,0.053,0.997396611,47,0.517195898,0.51,150,0.9948,3.29,0.76,9.6,6
5.8,0.22,0.3,65.5,1.1,0.047,0.995991968,36,0.5132176,0.66,131,0.992,3.26,0.45,10.4,5
5.4,0.29,0.38,66,1.2,0.029,0.994459652,31,0.515873844,0.87,132,0.98895,3.28,0.36,12.4,6
6.3,0.37,0.28,76,6.3,0.034,0.996042168,45,0.517195898,1.11,152,0.9921,3.29,0.46,11.6,7
6.1,0.26,0.28,49,1.7,0.043,0.994575286,24,0.496929648,0.78,98,0.98918,3.14,0.44,12.5,6
6.2,0.28,0.43,116.5,13,0.039,0.998724186,64,0.488550717,0.84,233,0.99745,3.08,0.38,8.9,5
7.1,0.23,0.39,86,13.7,0.058,0.998774249,26,0.462397998,0.69,172,0.99755,2.9,0.46,9,6
7.9,0.255,0.26,95,2,0.026,0.9965942,40,0.482873584,0.765,190,0.9932,3.04,0.39,11.2,6
6,0.615,0.04,25,0.8,0.032,0.995168327,8,0.496929648,1.845,50,0.99036,3.14,0.4,11,4
6.7,0.14,0.51,62,4.3,0.028,,57,0.463892989,0.42,124,0.99176,2.91,0.54,10.7,7
6.7,0.16,0.37,62.5,1.3,0.036,0.994806514,45,0.503790683,0.48,125,0.98964,3.19,0.51,12.4,7
6.1,0.16,0.27,81,12.6,0.064,0.999699955,63,0.563481085,0.48,162,0.9994,3.66,0.43,8.9,5
8.7,0.31,0.73,95.5,14.35,0.044,1.000064998,27,0.471291711,0.93,191,1.00013,2.96,0.88,8.7,5
5.7,0.28,0.35,70.5,1.2,0.052,0.99553001,39,0.536558443,0.84,141,0.99108,3.44,0.69,,6
6.8,0.27,0.29,44,4.6,0.046,0.997286318,6,0.523746467,0.81,88,0.99458,3.34,0.48,10.6,4
8,0.66,0.72,116.5,17.55,0.042,0.999949999,62,0.465382851,1.98,233,0.9999,2.92,0.68,9.4,4
5.7,0.22,0.2,56.5,16,0.044,0.999309762,41,0.507855872,0.66,113,0.99862,3.22,0.46,8.9,6
6.2,0.35,0.03,60,1.2,0.064,0.996694537,29,0.507855872,1.05,120,0.9934,3.22,0.54,9.1,5
5.8,0.4,0.42,122.5,4.4,0.047,0.996845023,38.5,0.511883361,1.2,245,0.9937,3.25,0.57,9.6,6
7.1,0.31,0.5,74,14.5,0.059,0.999149638,6,0.46834733,0.93,148,0.9983,2.94,0.44,9.1,5
6.6,0.19,0.99,64.5,1.2,0.122,0.996794864,45,0.489958479,0.57,129,0.9936,3.09,0.31,8.7,6
6.8,0.22,0.32,76,5.9,0.054,0.99689518,40,0.505149978,0.66,152,0.9938,3.2,0.57,10.8,6
6.5,0.24,0.38,45,1,0.027,0.994615504,31,0.51054501,0.72,90,0.98926,3.24,0.36,12.3,6
7.4,0.25,0.36,89,13.2,0.067,0.998799279,53,0.478566496,0.75,178,0.9976,3.01,0.48,9,6
6.8,0.2,0.28,68,12.6,0.048,0.99777753,54,0.503790683,0.6,136,0.99556,3.19,0.37,10.7,6
7.2,0.2,0.61,51.5,16.2,0.043,0.999349789,14,0.485721426,0.6,103,0.9987,3.06,0.36,9.2,6
4.4,0.32,0.39,63.5,4.3,0.03,0.994504902,31,0.539076099,0.96,127,0.98904,3.46,0.36,12.8,8
6.5,0.29,0.3,83,9.15,0.051,0.99668952,25,0.51054501,0.87,166,0.99339,3.24,0.56,11.33333333,6
6.9,0.29,0.3,56,8.2,0.026,0.995710801,35,0.477121255,0.87,112,0.99144,3,0.37,,6
7.9,0.26,0.33,106,10.3,0.039,0.998448797,73,0.46686762,0.78,212,0.9969,2.93,0.49,9.5,6
9.7,0.24,0.49,9,4.9,0.032,0.996834991,3,0.45484486,0.72,18,0.99368,2.85,0.54,10,6
6.2,0.37,0.24,43,6.1,0.032,0.994655719,19,0.482873584,1.11,86,0.98934,3.04,0.26,13.4,8
5.8,0.3,0.38,43,4.9,0.039,0.994801488,22,0.509202522,0.9,86,0.98963,3.23,0.58,13.1,7
7.1,0.22,0.32,79,16.9,0.056,0.999899995,49,0.527629901,0.66,158,0.9998,3.37,0.38,9.6,6
6.4,0.29,0.24,47.5,3.2,0.037,0.994695933,31,0.462397998,0.87,95,0.98942,2.9,0.66,12.6,7
8,0.2,0.44,55.5,1,0.057,0.9957811,24,0.489958479,0.6,111,0.99158,3.09,0.32,11.2,6
7.1,0.31,0.17,72,1,0.042,0.996513924,21,0.495544338,0.93,144,0.99304,3.13,0.4,9.6,5
8.1,0.33,0.22,75.5,5.2,0.047,0.997632197,24,0.507855872,0.99,151,0.99527,3.22,0.47,10.3,5
6.9,0.115,0.35,54,5.4,0.048,0.996945335,36,0.521138084,0.345,108,0.9939,3.32,0.42,10.2,6
6.2,0.25,0.25,52.5,1.4,0.03,0.995590277,35,0.51851394,0.75,105,0.9912,3.3,0.44,11.1,7
5.8,0.32,0.28,57.5,4.3,0.032,0.99471604,46,0.499687083,0.96,115,0.98946,3.16,0.57,13,8
7,0.2,0.33,38,4.7,0.03,0.996002008,25,0.459392488,0.6,76,0.99202,2.88,0.54,10.5,6
6.5,0.38,0.53,34.5,1.4,0.142,0.99629313,5,0.496929648,1.14,69,0.9926,3.14,0.52,10.1,4
7,0.23,0.33,55,1,0.043,0.995580233,46,0.482873584,0.69,110,0.99118,3.04,0.65,,6
8,0.55,0.17,30,8.2,0.04,0.997797575,13,0.489958479,1.65,60,0.9956,3.09,0.3,9.5,4
6.5,0.22,0.28,75.5,3.7,0.059,0.995876498,29,0.509202522,0.66,151,0.99177,3.23,0.41,12.1,7
6.4,0.22,0.38,63.5,9.1,0.044,0.996624302,35,0.472756449,0.66,127,0.99326,2.97,0.3,11,7
6.8,0.26,0.43,99,11.75,0.045,0.998448797,53,,0.78,198,0.9969,3.26,0.55,9.5,5
6.8,0.25,0.24,105.5,4.55,0.053,0.997747463,41,0.527629901,0.75,211,0.9955,3.37,0.67,9.5,6
5.8,0.15,0.49,49,1.1,0.048,0.996443676,21,0.503790683,0.45,98,0.9929,3.19,0.48,9.2,5
9.2,0.15,0.68,65,1.6,0.046,0.997396611,22,0.480006943,0.45,130,0.9948,3.02,0.45,10.4,6
6.5,0.22,0.32,46,2.2,0.028,0.995369278,36,0.514547753,0.66,92,0.99076,3.27,0.59,11.9,7
6.9,0.22,0.37,89,15,0.053,0.99959992,59,0.527629901,0.66,178,0.9992,3.37,0.82,9.5,7
7,0.28,0.32,64,1.7,0.038,0.996870102,27,0.505149978,0.84,128,0.99375,3.2,0.62,10.2,6
6.5,0.22,0.25,69,17.1,0.05,1.000049999,44,0.51851394,0.66,138,1.0001,3.3,0.37,8.8,5
6.8,0.21,0.31,60.5,2.9,0.046,0.995640497,40,0.487138375,0.63,121,0.9913,3.07,0.65,,7
6,0.22,0.25,88.5,11.1,0.056,0.998048095,112,0.488550717,0.66,177,0.9961,3.08,0.36,9.4,6
5.3,0.275,0.24,57,7.4,0.038,0.99655908,28,0.5289167,0.825,114,0.99313,3.38,0.51,11,6
6.7,0.25,0.34,80.5,12.85,0.048,0.999299755,30,0.536558443,0.75,161,0.9986,3.44,0.47,9.5,6
7.3,0.34,0.3,86.5,1.3,0.057,0.997396611,25,0.11,1.02,173,0.9948,3.26,0.51,9.1,6
5.2,0.31,0.36,72.5,5.1,0.031,0.99483667,46,0.496929648,0.93,145,0.9897,3.14,0.31,12.4,7
6.1,0.34,0.31,119,12,0.053,0.998849338,46,0.499687083,1.02,238,0.9977,3.16,0.48,8.6,5
7.6,0.3,0.37,88.5,1.6,0.087,0.997186041,27,0.489958479,0.9,177,0.99438,3.09,0.5,9.8,5
6.2,0.2,0.26,51,9.7,0.03,0.995389371,39,0.488550717,0.6,102,0.9908,3.08,0.56,12.9,7
5.4,0.17,0.27,52,2.7,0.049,0.996112443,28,0.539076099,0.51,104,0.99224,3.46,0.55,10.3,6
7.5,0.18,0.39,45.5,1.9,0.054,0.997045636,23,0.514547753,0.54,91,0.9941,3.27,0.45,10.3,6
7.1,0.37,0.67,77.5,10.5,0.045,0.998749218,49,0.499687083,1.11,155,0.9975,3.16,0.44,8.7,5
5.6,0.235,0.29,63.5,1.2,0.047,0.995489829,33,0.523746467,0.705,127,0.991,3.34,0.5,,7
8.5,0.23,0.28,48.5,11.1,0.033,0.997531954,30,0.481442629,0.69,97,0.99507,3.03,0.39,10.5,7
7.7,0.34,0.58,75.5,11.1,0.039,0.998899394,41,0.485721426,1.02,151,0.9978,3.06,0.49,8.6,5
6.2,0.27,0.32,112,8.8,0.047,0.998048095,65,0.501059262,0.81,224,0.9961,3.17,0.47,8.9,5
6.3,0.2,0.4,53.5,1.5,0.037,0.995841353,35,0.539076099,0.6,107,0.9917,3.46,0.5,11.4,6
7,0.24,0.3,86,12.3,0.035,0.997697349,72,0.475671188,0.72,172,0.9954,2.99,0.57,10.4,6
6.8,0.22,0.3,97,10.6,0.07,0.998268501,67,0.460897843,0.66,194,0.99654,2.89,0.42,9,6
8.2,0.38,0.49,83,13.6,0.042,0.999274737,58,0.491361694,1.14,166,0.99855,3.1,0.54,9.4,5
6.9,0.22,0.31,65.5,6.3,0.029,0.996624302,41,0.488550717,0.66,131,0.99326,3.08,0.49,10.8,6
6.9,0.23,0.35,58,6.9,0.03,0.996212829,45,0.447158031,0.69,116,0.99244,2.8,0.54,11,6
6.7,0.22,0.39,74.5,10.2,0.038,0.998624053,60,0.501059262,0.66,149,0.99725,3.17,0.54,10,7
6.6,0.21,0.38,52,2.2,0.026,0.995690715,40,0.511883361,0.63,104,0.9914,3.25,0.4,11.1,8
7.2,0.22,0.24,79.5,1.4,0.041,0.995971887,17,0.511883361,0.66,159,0.99196,3.25,0.53,11.2,6
7.6,0.27,0.3,48,9.2,0.018,0.99689518,23,0.488550717,0.81,96,0.9938,3.08,0.29,11,6
7.3,0.42,0.38,61,6.8,0.045,0.996242942,29,0.503790683,1.26,122,0.9925,3.19,0.37,12.6,7
6.3,0.41,0.33,55,4.7,0.023,0.995489829,28,0.51851394,1.23,110,0.991,3.3,0.38,,7
8.4,0.58,0.27,58,12.15,0.033,0.997947894,37,0.475671188,1.74,116,0.9959,2.99,0.39,10.8,6
6.2,0.38,0.18,97.5,7.4,0.095,0.998864355,28,0.547774705,1.14,195,0.99773,3.53,0.71,9.2,4
5.7,0.45,0.42,98.5,1.1,0.051,0.9965942,61,0.480006943,1.35,197,0.9932,3.02,0.4,9,5
6.9,0.75,0.13,25,6.3,0.036,0.996554063,19,0.489958479,2.25,50,0.99312,3.09,0.25,11.1,4
7.1,0.26,0.3,64,2,0.031,0.995841353,13,0.503790683,0.78,128,0.9917,3.19,0.49,11.4,5
6.7,0.18,0.3,125.5,6.4,0.048,0.997797575,40,0.517195898,0.54,251,0.9956,3.29,0.52,10,5
7.6,0.31,0.24,75,1.8,0.037,0.995640497,39,0.484299839,0.93,150,0.9913,3.05,0.44,11.8,7
8.4,0.2,0.38,85,11.8,0.055,1.00019998,51,0.523746467,0.6,170,1.0004,3.34,0.82,8.9,6
7.2,0.28,0.54,100,16.7,0.045,0.999499875,54,0.488550717,0.84,200,0.999,3.08,0.49,9.5,6
5.8,0.19,0.25,62,10.8,0.042,0.998228431,33,0.507855872,0.57,124,0.99646,3.22,0.41,9.2,6
6.7,0.31,0.31,87.5,9.9,0.04,0.997647232,10,0.539076099,0.93,175,0.9953,3.46,0.55,11.4,4
7.4,0.32,0.22,75,11.7,0.035,0.997887769,44,0.491361694,0.96,150,0.99578,3.1,0.45,10.4,5
6,0.33,0.27,94,0.8,0.185,0.996192752,12,0.494154594,0.99,188,0.9924,3.12,0.62,9.4,5
6.6,0.4,0.46,120.5,6.2,0.056,0.998398718,42,0.544068044,1.2,241,0.9968,3.5,0.6,9.9,5
6.9,0.16,0.35,91,1.3,0.043,0.996343314,21,0.511883361,0.48,182,0.9927,3.25,0.62,,6
7.3,0.22,0.3,103.5,8.2,0.047,0.998298553,42,0.522444234,0.66,207,0.9966,3.33,0.46,9.5,6
6.5,0.36,0.36,75.5,6.7,0.185,0.997637209,51.5,0.501059262,1.08,151,0.99528,3.17,0.42,9.3,5
6.9,0.19,0.6,61,4,0.037,0.996268036,6,0.465382851,0.57,122,0.99255,2.92,0.59,10.4,4
6.6,0.21,0.34,70,5.6,0.046,0.996488836,30,0.507855872,0.63,140,0.99299,3.22,0.38,11,5
6.3,0.22,0.27,78.5,4.5,0.036,0.996393497,81,0.484299839,0.66,157,0.9928,3.05,0.76,10.7,7
7.3,0.22,0.5,94.5,13.7,0.049,0.999699955,56,0.51054501,0.66,189,0.9994,3.24,0.66,9,6
6.1,0.22,0.28,67.5,16.55,0.059,0.998323595,54,0.505149978,0.66,135,0.99665,3.2,0.38,10.5,5
8,0.22,0.42,81.5,14.6,0.044,1.000149989,45,0.506505032,0.66,163,1.0003,3.21,0.69,8.6,7
6.4,0.13,0.28,43.5,0.9,0.045,0.995866457,32,0.540329475,0.39,87,0.99175,3.47,0.52,11.2,6
6.7,0.24,0.31,56.5,2.3,0.044,0.995052762,37,0.517195898,0.72,113,0.99013,3.29,0.46,12.9,6
7.4,0.35,0.2,114.5,13.9,0.054,0.999439843,63,0.492760389,1.05,229,0.99888,3.11,0.5,8.9,6
6.2,0.45,0.26,103,4.4,0.063,0.996995486,63,0.514547753,1.35,206,0.994,3.27,0.52,9.8,4
7.3,0.21,0.3,56,10.9,0.037,0.998498873,18,0.531478917,0.63,112,0.997,3.4,0.5,9.6,6
6,0.19,0.29,46,1.2,0.046,0.995153255,29,0.507855872,0.57,92,0.99033,3.22,0.53,11.3,6
6.2,0.21,0.28,60.5,5.7,0.028,0.995831311,45,0.506505032,0.63,121,0.99168,3.21,1.08,,7
6.4,0.28,0.41,108,6.8,0.045,0.997597113,61,0.489958479,0.84,216,0.9952,3.09,0.46,9.4,5
6.8,0.26,0.22,105,7.7,0.047,0.997947894,57,0.491361694,0.78,210,0.9959,3.1,0.47,9,5
9.4,0.16,0.23,33.5,1.6,0.042,0.997095783,14,0.487138375,0.48,67,0.9942,3.07,0.32,9.5,5
6.6,0.33,0.41,39.5,2,0.027,0.995303974,14,0.514547753,0.99,79,0.99063,3.27,0.63,12.4,6
5.9,0.35,0.47,69,2.2,0.11,0.9965942,14,0.489958479,1.05,138,0.9932,3.09,0.5,9.1,5
5.8,0.28,0.18,54,1.2,0.058,0.996433641,7,0.509202522,0.84,108,0.99288,3.23,0.58,9.55,4
6,0.28,0.29,87,19.3,0.051,0.999554901,36,0.496929648,0.84,174,0.99911,3.14,0.5,9,5
6,0.25,0.28,66,7.7,0.053,0.997441728,37,0.485721426,0.75,132,0.99489,3.06,0.5,9.4,6
6.6,0.15,0.34,62.5,5.1,0.055,0.997095783,34,0.526339277,0.45,125,0.9942,3.36,0.42,9.6,5
6.8,0.18,0.35,71.5,5.4,0.054,0.996428623,53,0.491361694,0.54,143,0.99287,3.1,0.54,11,7
5.9,0.21,0.23,65,7.9,0.033,0.997196069,22,0.5289167,0.63,130,0.9944,3.38,0.59,10.9,6
6,0.14,0.37,74,1.2,0.032,0.995916663,63,0.0003,0.42,148,0.99185,3.32,0.44,,5
7.7,0.3,0.26,87,18.95,0.053,0.999879993,36,0.505149978,0.9,174,0.99976,3.2,0.5,10.4,5
7.7,0.44,0.24,83.5,11.2,0.031,0.997396611,41,0.494154594,1.32,167,0.9948,3.12,0.43,11.3,7
7.1,0.17,0.43,66,1.3,0.023,0.995324068,33,0.492760389,0.51,132,0.99067,3.11,0.56,11.7,6
5.8,0.385,0.25,61,3.7,0.031,0.995630454,38,0.505149978,1.155,122,0.99128,3.2,0.63,11.2,6
6.6,0.22,0.23,59,17.3,0.047,0.999529889,37,0.488550717,0.66,118,0.99906,3.08,0.46,8.8,6
6.3,0.23,0.31,41,1.5,0.022,0.994585341,11,0.51851394,0.69,82,0.9892,3.3,0.4,12.9,7
7.1,0.47,0.29,71,14.8,0.024,0.997587089,22,0.494154594,1.41,142,0.99518,3.12,0.48,12,8
8.2,0.18,0.38,46,1.1,0.04,0.99529895,41,0.459392488,0.54,92,0.99062,2.88,0.6,12,6
6.3,0.27,0.37,107.5,7.9,0.047,0.997707372,58,0.503790683,0.81,215,0.99542,3.19,0.48,9.5,6
5.8,0.14,0.15,61.5,6.1,0.042,0.996804896,27,0.485721426,0.42,123,0.99362,3.06,0.6,9.9,6
6.6,0.33,0.24,73.5,16.05,0.045,0.999109604,31,0.488550717,0.99,147,0.99822,3.08,0.52,9.2,5
6.8,0.27,0.3,80,13,0.047,0.998523911,69,0.499687083,0.81,160,0.99705,3.16,0.5,,6
8.2,0.61,0.45,59,5.4,0.03,0.997697349,15,0.496929648,1.83,118,0.9954,3.14,0.34,9.6,5
9,0.43,0.3,87.5,1.5,0.05,0.997546991,7,0.492760389,1.29,175,0.9951,3.11,0.45,9.7,4
9.8,0.36,0.45,62,1.6,0.042,0.997196069,11,0.46686762,1.08,124,0.9944,2.93,0.46,10.8,5
5.7,0.26,0.27,94.75,4.1,0.201,0.997095783,73.5,0.514547753,0.78,189.5,0.9942,3.27,0.38,9.4,6
6.7,0.325,0.82,60,1.2,0.152,0.996554063,49,0.475671188,0.975,120,0.99312,2.99,0.38,9.2,5
6.4,0.25,0.57,61,1,0.062,0.996182714,21,0.477121255,0.75,122,0.99238,3,0.4,9.5,5
6.7,0.2,0.41,83,9.1,0.044,0.997697349,50,0.496929648,0.6,166,0.9954,3.14,0.58,9.8,6
6.8,0.26,0.32,59,7,0.041,0.996945335,38,0.511883361,0.78,118,0.9939,3.25,0.52,10.8,6
8.6,0.23,0.25,48,11.3,0.031,0.998223422,13,0.492760389,0.69,96,0.99645,3.11,0.4,10.8,5
6.3,0.21,0.28,71,1.5,0.051,0.996393497,46,0.509202522,0.63,142,0.9928,3.23,0.42,10.1,6
8.5,0.24,0.47,117,15.2,0.057,1.000249969,40,0.480006943,0.72,234,1.0005,3.02,0.66,9,5
7.4,0.14,0.3,45.5,1.3,0.033,0.996333278,25,0.547774705,0.42,91,0.99268,3.53,0.39,,6
6.4,0.3,0.3,105,2.25,0.038,0.996845023,8,0.505149978,0.9,210,0.9937,3.2,0.62,9.9,6
8.5,0.17,0.31,45.5,1,0.024,0.996493853,13,0.445604203,0.51,91,0.993,2.79,0.37,10.1,5
8.4,0.35,0.71,80,12.2,0.046,0.999099595,22,0.474216264,1.05,160,0.9982,2.98,0.65,9.4,5
7.2,0.27,0.31,40,1.2,0.031,0.994444569,27,0.481442629,0.81,80,0.98892,3.03,0.33,12.7,6
6.7,0.27,0.69,53,1.2,0.176,0.996433641,36,0.471291711,0.81,106,0.99288,2.96,0.43,9.2,6
7.2,0.32,0.3,52,8.25,0.02,0.996804896,14,0.475671188,0.96,104,0.99362,2.99,0.44,11.4,6
7.5,0.26,0.25,64.5,1.7,0.038,0.996554063,29,0.537819095,0.78,129,0.99312,3.45,0.56,10.4,6
5.2,0.155,0.33,29.5,1.6,0.028,0.994861799,13,0.51851394,0.465,59,0.98975,3.3,0.84,11.9,8
7.8,0.27,0.35,70,1.2,0.05,0.995680672,36,0.489958479,0.81,140,0.99138,3.09,0.45,11.2,5
8.2,0.2,0.49,54,3.5,0.057,0.996393497,14,0.503790683,0.6,108,0.9928,3.19,0.35,11.5,6
6.3,0.25,0.22,80.5,3.3,0.048,0.996273055,41,0.499687083,0.75,161,0.99256,3.16,0.5,10.5,6
7.4,0.22,0.27,49,1.6,0.057,0.996488836,45,0.517195898,0.66,98,0.99299,3.29,0.44,9.9,7
5.7,0.4,0.35,56.5,5.1,0.026,0.995248713,17,0.50242712,1.2,113,0.99052,3.18,0.67,12.4,6
6.4,0.24,0.28,81.5,11.5,0.05,0.998448797,34,0.519827994,0.72,163,0.9969,3.31,0.45,9.5,5
6.9,0.19,0.33,74.5,1.6,0.043,0.996242942,63,0.536558443,0.57,149,0.9925,3.44,0.52,,5
5.6,0.12,0.33,36.5,2.9,0.044,0.99446468,21,0.501059262,0.36,73,0.98896,3.17,0.32,12.9,8
7.5,0.38,0.5,92,12.8,0.042,0.0003,57,0.489958479,1.14,184,0.9984,3.09,0.46,9,6
6.8,0.19,0.71,57,17.5,0.042,0.998919416,21,0.45484486,0.57,114,0.99784,2.85,0.5,9.5,6
5.8,0.315,0.19,53,19.4,0.031,0.998518903,28,0.472756449,0.945,106,0.99704,2.97,0.4,10.55,6
6.8,0.17,0.17,41,5.1,0.049,0.996493853,26,0.477121255,0.51,82,0.993,3,0.38,9.8,6
6.8,0.22,0.31,60.5,6.9,0.037,0.995871478,33,0.480006943,0.66,121,0.99176,3.02,0.39,11.9,8
7.3,0.23,0.37,78,1.8,0.032,0.995991968,60,0.492760389,0.69,156,0.992,3.11,0.35,11.1,6
6.4,0.125,0.36,34,1.4,0.044,0.995057787,22,0.498310554,0.375,68,0.99014,3.15,0.5,11.7,7
6.6,0.34,0.34,105,2.6,0.051,0.996564097,40.5,0.498310554,1.02,210,0.99314,3.15,0.61,10,5
7.3,0.145,0.33,32,1.1,0.042,,14,0.491361694,0.435,64,,3.1,0.37,11.8,7
6,0.17,0.29,54,5,0.028,0.995369278,25,0.496929648,0.51,108,0.99076,3.14,0.34,12.3,6
3.9,0.225,0.4,59,4.2,0.03,0.994484791,29,0.552668216,0.675,118,0.989,3.57,0.36,12.8,8
6.2,0.32,0.5,93,6.5,0.048,0.997396611,61,0.503790683,0.96,186,0.9948,3.19,0.45,9.6,5
5.4,0.185,0.19,55,7.1,0.048,0.997186041,36,0.5132176,0.555,110,0.99438,3.26,0.41,9.5,6
6.1,0.41,0,43.5,1.6,0.063,0.995690715,36,0.514547753,1.23,87,0.9914,3.27,0.67,,6
5,0.235,0.27,59,11.75,0.03,0.997697349,34,0.487138375,0.705,118,0.9954,3.07,0.5,9.4,6
6.4,0.25,0.53,117,6.6,0.038,0.997747463,59,0.481442629,0.75,234,0.9955,3.03,0.42,8.8,5
6.7,0.22,0.37,51,1.6,0.028,0.995640497,24,0.517195898,0.66,102,0.9913,3.29,0.59,11.6,7
7,0.31,0.39,109,7.5,0.055,0.998258484,42,0.527629901,0.93,218,0.99652,3.37,0.54,10.3,5
8,0.19,0.36,42,1.8,0.05,0.996794864,16,0.498310554,0.57,84,0.9936,3.15,0.45,9.8,7
7.4,0.16,0.3,84,13.7,0.056,0.999124617,33,0.462397998,0.48,168,0.99825,2.9,0.44,8.7,7
5.3,0.23,0.56,70.5,0.9,0.041,0.995585255,46,0.499687083,0.69,141,0.99119,3.16,0.62,9.7,5
6.8,0.64,0.08,71,9.7,0.062,0.998599019,26,0.527629901,1.92,142,0.9972,3.37,0.46,8.9,4
7.1,0.29,0.49,49.5,1.2,0.031,0.994635612,32,0.487138375,0.87,99,0.9893,3.07,0.33,12.2,6
6.4,0.25,0.3,64.5,5.5,0.038,0.997396611,15,0.496929648,0.75,129,0.9948,3.14,0.49,9.6,6
6.4,0.31,0.28,68.5,2.5,0.039,0.99471604,34,0.507855872,0.93,137,0.98946,3.22,0.38,12.7,6
6.7,0.3,0.29,53.5,2.8,0.025,0.995786122,37,0.519827994,0.9,107,0.99159,3.31,0.63,11.3,7
6,0.24,0.27,85,1.9,0.048,0.99689518,40,0.561101384,0.72,170,0.9938,3.64,0.54,10,7
6.8,0.22,0.35,76.5,17.5,0.039,0.999699955,38,0.51054501,0.66,153,0.9994,3.24,0.42,9,6
6.8,0.45,0.36,78,5,0.033,0.995489829,28,0.492760389,1.35,156,0.991,3.11,0.4,,7
6.5,0.22,0.25,69,17.1,0.05,1.000049999,44,0.51851394,0.66,138,1.0001,3.3,0.37,8.8,5
6.6,0.62,0.2,112,8.7,0.046,0.998023046,81,0.501059262,1.86,224,0.99605,3.17,0.44,9.3,5
5.5,0.16,0.31,34,1.2,0.026,0.994886928,31,0.522444234,0.48,68,0.9898,3.33,0.44,11.65,6
6.1,0.19,0.37,49.5,2.6,0.041,0.995755994,24,0.50242712,0.57,99,0.99153,3.18,0.5,10.9,6
6,0.28,0.52,52,6.2,0.028,0.995796164,37,0.515873844,0.84,104,0.99161,3.28,0.51,11.8,7
5.9,0.18,0.29,68.5,4.6,0.032,0.995786122,68,0.506505032,0.54,137,0.99159,3.21,0.38,11.3,6
7.9,0.26,0.33,106,10.3,0.039,0.998448797,73,0.46686762,0.78,212,0.9969,2.93,0.49,9.5,6
7.6,0.21,0.49,65,2.5,0.047,0.995881519,20,0.498310554,0.63,130,0.99178,3.15,0.48,11.1,5
5.8,0.36,0.32,48,1.7,0.033,0.994886928,22,0.481442629,1.08,96,0.9898,3.03,0.38,11.2,6
6,0.2,0.26,33.5,1.1,0.033,0.994756252,38,0.496929648,0.6,67,0.98954,3.14,0.38,11.5,6
7.5,0.23,0.36,80.5,7,0.036,0.99689518,43,0.482873584,0.69,161,0.9938,3.04,0.32,11,5
7.1,0.31,0.38,62,1.2,0.036,0.996192752,10,0.496929648,0.93,124,0.9924,3.14,0.44,9.9,6
8.1,0.27,0.35,51.5,1.7,0.03,0.996268036,38,0.507855872,0.81,103,0.99255,3.22,0.63,10.4,8
7,0.3,0.32,48.5,6.4,0.034,0.996192752,28,0.509202522,0.9,97,0.9924,3.23,0.44,11.8,6
9.1,0.27,0.32,75.5,1.1,0.031,0.996794864,15,0.481442629,0.81,151,0.9936,3.03,0.41,,5
7.8,0.49,0.49,74.5,7,0.043,0.997597113,29,0.506505032,1.47,149,0.9952,3.21,0.33,10,5
6.4,0.31,0.53,110.5,8.8,0.057,0.998208395,36,0.501059262,0.93,221,0.99642,3.17,0.44,9.1,5
